movie,movie_studio
The Astronaut Farmer,Warner Independent Pictures
Slam,Trimark
Speak,Laemmle
2 Jacks,Breaking Glass Pictures
Brubaker,20th Century Fox Film Corporation
Pet Sematary,Paramount Home Video
Page Eight,NBC Universal Television
City by the Sea,Warner Bros. Pictures
The Frozen Ground,The Film Arcade
W.,Lionsgate
Dead of Winter,Twentieth Century Fox Home Entertainment
Gabrielle,Entertainment One
Pulse (Kairo),Magnolia Pictures
Far From the Madding Crowd,20th Century Fox
Somersault,Magnolia Pictures
The Birth of a Nation,Fox Searchlight Pictures
Karla,Quantum Entertainment
Cobb,Warner Home Video
Death in Love,Screen Media
Sublime,Warner Home Video
Winter In The Blood,Kino Lorber
M.F.A.,Dark Sky Films
Ethan Frome,Miramax
Factory Girl,MGM
A Bottle in the Gaza Sea,Film Movement
Step Up: All In,Lionsgate
Marvin's Room,Miramax Films
Reach Me,Millennium Entertainment
Velvet Goldmine,Miramax
Branded,Barbossa/Roadside Attraction
The Wings of the Dove,Miramax
The Wannabe,Electric Entertainment
Lipstick,Paramount Pictures
So B. It,Outside The Box Film Partners
We Were Soldiers,Paramount Pictures
Get On Up,Universal Pictures
The Fits,La Biennale di Venezia
Fruitvale Station,The Weinstein Company
Mud,Lionsgate/Roadside Attractions
Awakenings,Columbia Pictures
Raggedy Man,Universal Studios
El Cantante,Picturehouse
Jindabyne,Sony Pictures Classics
Imperial Dreams,Netflix
South Central,Warner Home Video
Autumn in New York,MGM
The Drop,Fox Searchlight
To All the Boys I've Loved Before,Netflix
Hannibal Rising,MGM
Reasonable Doubt,Lionsgate Films
Lawless Heart,First Look Pictures
Black Book,Sony Picture Classics
The Place Beyond The Pines,Focus Features
Flicka,20th Century Fox
All Roads Lead Home,Waldo West Productions
Let There Be Light,Atlas Distribution
Hours,The Film Arcade
After Image,Miramax
The Young Black Stallion,Buena Vista Pictures
Charlotte Bronte's Jane Eyre,Miramax
Redwood Highway,Monterey Media
Undiscovered,Lions Gate Films
Better Watch Out,Well Go USA Entertainment
Equilibrium,Miramax Films
Moulin Rouge!,20th Century Fox
The Hunt (Jagten),Magnolia Pictures
Felicia's Journey,Artisan Pictures
The Limey,Artisan Pictures
Beat Street,Orion
The Quiet American,Miramax Films
Somewhere in Time,MCA Universal Home Video
El Camino Christmas,Netflix
Pecker,Fine Line Features
Warriors of the Rainbow: Seediq Bale,Well Go USA Inc.
Welcome to the Rileys,Samuel Goldwyn Films/Destination Films
Special,Magnet Releasing
Gravity,Warner Bros. Pictures
Witness Protection,HBO Video
Changeling,Universal Pictures
Reality (Ralit),IFC Films
Normal Life,New Line Home Entertainment
Gemini,NEON
Scrooge,National General Pictures
Lakeview Terrace,Sony Pictures/Screen Gems
The Black Dahlia,Universal Pictures
Mr. Saturday Night,Sony Pictures Home Entertainment
The Road,Freestyle Releasing
The Seventh Victim,RKO Radio Pictures
The Life of David Gale,Universal Pictures
Small Town Murder Songs,Monterey Media
Norman (Norman: The Moderate Rise and Tragic Fall of a New York Fixer),Sony Pictures Classics
Stigmata,MGM
Things We Lost in the Fire,Dreamworks/Paramount
Summer of Sam,Touchtone Pictures
Slap Shot,MCA Universal Home Video
Turn It Up,New Line Cinema
Blue Jay,Duplass Brothers
Apocalypse Now Redux,Miramax Films
The Hanging Garden,Goldwyn Films
"Norte, the End of History",Cinema Guild
Sunlight Jr.,Samuel Goldwyn Films
Sweet Virginia,IFC Films
The Family Fang,Red Crown Productions
Cruel Intentions 2,Sony Pictures Home Entertainment
Trespass,Millennium Entertainment
The End of the Affair,Columbia Pictures
Backwards,Dada Films
Captain Corelli's Mandolin,Universal Pictures
Akeelah and the Bee,Lionsgate Releasing
The Stanford Prison Experiment,IFC Films
Guy and Madeline on a Park Bench,Variance Films
Il Futuro,Strand Releasing
Final Girl,Cinedigm Entertainment
Hustle & Flow,MTV Films
Shadow of a Doubt,Universal Pictures
Contracted,IFC Films
Isle of the Dead,RKO Pictures
Daniel & Ana,Strand Releasing
Creed,Warner Bros.
Resolution,Tribeca Films
The Music Never Stopped,Roadside Attractions
Three of Hearts,Sony Pictures Home Entertainment
Save Me,First Run Features
Love Streams,MGM Home Entertainment
Proxy,IFC Midnight
Enduring Love,Paramount Classics
Capricorn One,Warner Bros. Pictures
Powder Blue,Speakeasy Releasing
Love & Mercy,Roadside Attractions
Jobs,Open Road Films
Dr. Jekyll and Mr. Hyde,Paramount Pictures
Last Ounce of Courage,Rocky Mountain Pictures
The Best Exotic Marigold Hotel,20th Century Fox
Madea's Big Happy Family,Lionsgate
Secret Window,Columbia Pictures
Dirty,SNP Inc.
22-Jul,Netflix
Touchback,Anchor Bay Entertainment
Middle Men,Paramount Pictures
Edge of Darkness,Warner Bros. Pictures
Night Catches Us,Magnolia Picutres
The Flying Scotsman,MGM
Murder On The Orient Express,20th Century Fox
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas),Miramax
Tallulah,Netflix
Tu Dors Nicole,Kino Lorber
Still Mine,Samuel Goldwyn Films
By The Sea,Universal Pictures
All The King's Men,Sony Pictures
Twice in a Lifetime,Yorkin Company
The Man Who Shook the Hand of Vicente Fernandez,STARZ MEDIA LLC.
Rock of Ages,New Line Cinema
The Descendants,Fox Searchlight Pictures
Midnight Express,Sony Pictures Home Entertainment
Safelight,Arc Entertainment
The Babadook,IFC Films
"Bless Me, Ultima",Arenas Entertainment
Diner,MGM Home Entertainment
Home Room,DEJ Productions
Live By Night,Warner Bros. Pictures
Americano,Bac Films
Approaching the Unknown,3311 Productions
One True Thing,Universal
The Alphabet Killer,Anchor Bay Entertainment
The Wrestler,Fox Searchlight Pictures
The Namesake,Fox Searchlight Pictures
Big Sur,Ketchup Entertainment
Hope Springs Eternal,Samuel Goldwyn Films
Barfly,Cannon Releasing
Once Were Warriors,New Zealand Film Commission
The Babe,MCA Universal Home Video
And the Band Played On,HBO Video
The King's Choice,Samuel Goldwyn Films
Saturday Church,Samuel Goldwyn Films
A Simple Plan,Paramount
Last Dance,Touchstone Pictures
Dark Tourist,Phase 4 Films
The Rich Man's Wife,Disney
The Last New Yorker,Brink Films
The Heartbreak Kid,Paramount Pictures
Daylight,Cinema Purgatorio
Scenes from a Marriage (Scener ur ett ktenskap),Criterion Collection
The Island,Universal Pictures
MirrorMask,Samuel Goldwyn Films
The Last Tycoon,Paramount Pictures
Cloud Atlas,Warner Bros. Pictures
Persuasion,Sony Pictures Home Entertainment
Irrational Man,Sony Pictures Classics
Professor Marston & The Wonder Women,Annapurna Pictures
A Dog of Flanders,Warner Home Video
Danika,First Look Home Entertainment
The Cooler,Lions Gate Films
Die Wand (The Wall),Music Box Films
Murder in the First,Warner Bros. Pictures
The Phenom,Bron Capital Partners
To End All Wars,Argyll Film Partners
Green Dragon,Silver Nitrate Films
The Soloist,Dreamworks/Paramount
The Virgin Suicides,Paramount Pictures
Pathology,MGM
Spaceman,Podium Pictures
Beautiful Creatures,Warner Bros. Pictures
The Mountain Between Us,20th Century Fox
Jess + Moss,Strand Releasing
Diana,Eone Films
Equity,Broad Street Pictures
The Lords of Discipline,Paramount Pictures
Bulworth,20th Century Fox
Burton And Taylor,BBC
Hector And The Search For Happiness,Relativity Media
Apollo 18,The Weinstein Company
Raw,Petit Film
Identity,Columbia Pictures
Thirteen Ghosts (13 Ghosts),Warner Bros. Pictures
The Mist,The Weinstein Company
Queen of the Damned,Warner Bros. Pictures
Creep,Radius-TWC
4/20 Massacre,The Hike Productions
The Puppet Masters,Hollywood Pictures
Hellraiser: Judgment,Dimension Films
Sinister 2,Focus Features
Viral,Blumhouse Productions
Twilight,Summit Entertainment
Diane,Random Media
Puppet Master: The Littlest Reich,RLJE Films
Witchboard,Cinema Group
Abominable,Freestyle Releasing
Preservation,The Orchard
Paranormal Activity 2,Paramount Pictures
The Ward,Arc Entertainment
The Addams Family,Paramount Pictures
The Ruins,DreamWorks/Paramount Studios
The Canal,The Orchard
The Man with Two Brains,Warner Home Video
Bad Seed,Artisan Entertainment
Stay Alive,Buena Vista
Alien3,Twentieth Century Fox Home Entertainment
Shark Night 3D,Relativity Media
Exists,Lionsgate
Dark Water,Buena Vista
Eternal,Regent Releasing
The Lost,Anchor Bay Entertainment
Eaten Alive,Virgo International
Stage Fright,Entertainment One
Village of the Damned,Warner Home Video
Halloween III: Season of the Witch,MCA Universal Home Video
Insidious: Chapter 2,FilmDistrict
Scream 4,The Weinstein Company/Dimension
Suck,Independent Films
Resident Evil: Apocalypse,Sony Pictures
The Tingler,Columbia Pictures
Bethany,Uncork'd Entertainment
Homecoming,Animus Films
Don't Hang Up,Vertical Entertainment
Hush,Intrepid Pictures
Mega Piranha,The Asylum
I Sell the Dead,IFC Films
The Stuff,New World Video
The Stepfather,Nelson Entertainment
The Texas Chainsaw Massacre,New Line Cinema
The Pact II,IFC
The Dead Zone,Paramount Pictures
I Can See You,Aphasia Films
Insidious: The Last Key,Universal Pictures
Critters 3,WARNER BROTHERS PICTURES
No One Lives,Anchor Bay Films
Let Us Prey,Creative Scotland
Creature,Independent Pictures
"Friday the 13th, Part V - A New Beginning",Paramount Pictures
The Boy,STX Entertainment
Puppet Master II,Full Moon
Event Horizon,Paramount Home Video
Phenomena (Creepers),Media Home Entertainment
Killer Klowns from Outer Space,MGM
The New Daughter,Anchor Bay
Cannibal Ferox,National Cinematografica
Room 6,Anchor Bay Entertainment
Wishmaster 4: The Prophecy Fulfilled,Artisan Home Entertainment
The Babysitter,Netflix
Cube,Trimark Pictures
Poltergeist,20th Century Fox
The Green Inferno,High Top Releasing
Saw 3D,Lionsgate
Pride and Prejudice and Zombies,Sony Pictures
Prom Night,Screen Gems
The Black Waters of Echo's Pond,Parallel Media
The Void,Screen Media Films
Cabin Fever 3: Patient Zero,RLJ/Image Entertainment
The Terminal Man,Warner Home Video
Swimfan,20th Century Fox
The Silence of the Lambs,Orion Pictures Corporation
Leprechaun in the Hood,Trimark
Pitch Black,Gramercy Pictures/ USA Films
Frailty,Lions Gate Films
Rawhead Rex,Empire Pictures
I'll Always Know What You Did Last Summer,Sony Pictures Home Entertainment
Creepshow,Warner Bros. Pictures
Re-Animator,Empire Pictures
The Craft,Sony Pictures Home Entertainment
Aftershock,The Weinstein Company
Day of the Dead: Bloodline,Saban Films
Grave Encounters 2,Tribeca Films
Blair Witch,Vertigo Entertainment
Alien Raiders,Warner Home Video
The Reaping,Warner Bros. Pictures
The Brood,New World
100 Bloody Acres,Doppelganger Releasing
Phantasm II,MCA Universal Home Video
Urban Legends: Bloody Mary,Sony Pictures Entertainment
Diary of the Dead,The Weinstein Company
Venom,Miramax
Playback,Magnolia Releasing
Evidence,RLJ Entertainment
Gone,United International
Wolf Creek 2,RLJ Entertainment
Friday the 13th,Warner Bros. Pictures/New Line/Paramount
A Nightmare on Elm Street 5: The Dream Child,New Line Cinema
The Exorcist III,WARNER BROTHERS PICTURES
Ouija: Origin of Evil,Universal Pictures
6 Souls,Radius-TWC
Silent House,Open Road Films
House at the End of the Street,Relativity Media
ABCs of Death 2,Magnet Releasing
Omen III: The Final Conflict,Twentieth Century Fox
V/H/S,Magnolia Pictures
Clown,"Dimension Films, Anchor Bay Entertainment"
Phantasm: OblIVion,Anchor Bay Entertainment
Brainscan,Sony Pictures Home Entertainment
The Sisterhood Of Night,Cine Mosaic
Salvage,Revolver Entertainment
28 Days Later,Fox Searchlight Pictures
The Haunting in Connecticut,Lionsgate
The Cabin in the Woods,Lionsgate Films
Humanoids From the Deep,New World
ATM,IFC Films
The Horror Show,United Artists
Stephen King's 'Graveyard Shift',Paramount Home Video
Willard,New Line Cinema
Nothing Left to Fear,Anchor Bay Entertainment
VooDoo,Hypercube Films
I Still Know What You Did Last Summer,Sony Pictures Home Entertainment
Videodrome,Universal Pictures
Tarantula,Universal Pictures
The Blob,Sony Pictures Home Entertainment
Sisters,Criterion Collection
Wicked Little Things,Millennium Films
Ginger Snaps,DEJ Productions
The Hills Run Red,WARNER BROTHERS PICTURES
Invaders from Mars,Media Home Entertainment
Black Christmas,MGM
Gremlins 2: The New Batch,Warner Home Video
Malevolence,Anchor Bay Entertainment
Jug Face,Modern Distributors
The Forsaken,Screen Gems
Halloween H20,Miramax
Hollow,Tribeca Films
Toolbox Murders,LionsGate Entertainment
Tusk,A24 Films
Saw IV,Lionsgate Films
Dead Silence,Universal Pictures
Gut,Vanguard Cinema
Dead Alive,Trimark Pictures
All the Boys Love Mandy Lane,Radius-TWC
Shelley,Profile Pictures
The Strangers,Universal Pictures
Wishmaster 2: Evil Never Dies,Artisan Pictures
Sleepaway Camp III: Teenage Wasteland,MGM
Cannibal! The Musical (Alferd Packer: The Musical),Troma
The Conspiracy,Xlrator Media
Haunter,IFC Midnight
House In The Alley,Pathfinder Films LTD
Starry Eyes,MPI Media Group
The Amityville Horror,MGM
Unfriended: Dark Web,BH Tilt
Shutter,20th Century Fox
Basic Instinct,Artisan Entertainment
Sleep Tight,Filmax Entertainment
Strangeland,The Shooting Gallery
The Cell,New Line Cinema
Slumber,Vertical Entertainment
Pet Sematary Two,Paramount Home Video
The Unspoken,"Lighthouse Pictures, Inc."
Isolation,First Look Home Entertainment
Mimic 2,Miramax
The Slumber Party Massacre,New Concorde Home Entertainment
Urban Legends: Final Cut,Sony Pictures Home Entertainment
Halloween 5: The Revenge of Michael Myers,Trancas International Films Inc.
Subspecies,Full Moon
Hxan (Hxan: Witchcraft Through the Ages) (The Witches),International Telefilm Enterprises
The Covenant,Screen Gems
The Rage: Carrie 2,MGM/UA
Antibirth,Traverse Media
My Bloody Valentine 3-D,Lionsgate Films
The Evil Dead,New Line Cinema
Mum & Dad,Revolver Entertainment
Copycat,Warner Home Video
The ABCs of Death,Magnolia Pictures
Pyewacket,IFC Films
The Broken,After Dark Films
Jennifer's Body,20th Century Fox
Final Destination 2,New Line Cinema
Near Dark,Lions Gate Films
Jason X,New Line Cinema
Clowntergeist,High Octane Pictures
Cursed,Dimension Films
The Pact,IFC Films
Critters 2: The Main Course,Sony Pictures Home Entertainment
The Last Exorcism,Lionsgate
Disturbing Behavior,MGM Home Entertainment
Urban Legend,TriStar Pictures
The Monster Project,Epic Pictures
House of 1000 Corpses,Lions Gate Films Inc.
Malevolent,Netflix
Nightmare Man,After Dark Films
The Bay,Roadside Attraction
The Gingerdead Man,Goldhil Video
Manos: The Hands of Fate,Sinister Cinema
Wes Craven Presents: Carnival of Souls,Trimark Pictures
See No Evil 2,Lionsgate Films
The Blackcoat's Daughter (February),A24 and DIRECTV
Creepshow 2,New World Video
The Quiet Ones,Lionsgate/Summit
The Gallows,New Line Cinema
Hellraiser - Bloodline,Miramax Films
Gravy,Shout! Factory
The Prowler,Fangoria
Prince of Darkness,MCA Universal Home Video
Sleepy Hollow,Paramount Pictures
The Sorcerers,Global
Hatchet III,MPI Media Group
Darkness Falls,Sony Pictures Releasing
Evil Dead 2: Dead by Dawn,Rosebud Communications Releasing
I Know What You Did Last Summer,Sony Pictures Home Entertainment
Bubba Ho-Tep,Silver Sphere Corporation
Chain Letter,New Films International
The Lullaby,Uncork'd Entertainment
XX,XYZ Films
Elvira's Haunted Hills,The Elvira Movie Company
Stir of Echoes,Artisan Entertainment
April Fool's Day,Paramount Pictures
Revenge of the Creature,Universal Pictures
The Mummy's Ghost,Universal
Brain Damage,Paramount Home Video
Jeepers Creepers 2,MGM/UA
Leprechaun 4: In Space,Trimark Pictures
House of Wax,Warner Bros. Pictures
Sorority Row,Summit Entertainment
The Pit and the Pendulum,MGM
Paranormal Activity: The Ghost Dimension,Paramount Pictures
Boarding School,Momentum Pictures
Excision,Anchor Bay Films
Eight Legged Freaks,Warner Bros.
Der Samurai,Schattenkante
The Howling,MGM Home Entertainment
Body Snatchers,Warner Home Video
Out Of The Dark,Vertical Entertainment
The Damned,E-NNOVA Films
Invasion of the Body Snatchers,MGM Home Entertainment
H2: Halloween II,The Weinstein Company
Children of the Corn 666: Isaac's Return,Miramax
Rosencrantz and Guildenstern Are Undead,Indican Pictures
Dominion: Prequel to the Exorcist,Warner Bros.
Come Back To Me,Freestyle Releasing
Halloween: Resurrection,Dimension Films
Halloween,MGM
"Friday the 13th, Part VI - Jason Lives",Paramount
Amityville: The Awakening,Dimension Films
Delivery: The Beast Within,The Collective
The Last Winter,IFC First Take
The Box,Warner Bros. Pictures
Slaughter High,Vestron Pictures Ltd.
See No Evil,Lionsgate Films
It Stains the Sands Red,Dark Sky Films
The Open House,Netflix
Christine,Sony Pictures Home Entertainment
Final Destination 5,Warner Bros.
Riding the Bullet,LionsGate Entertainment
My Bloody Valentine,Paramount Pictures
Children of the Corn II: The Final Sacrifice,Paramount Home Video
Survival of the Dead,Magnolia Pictures
Hell Night,Anchor Bay Entertainment
Eulogy for a Vampire,Willing Suspension Films
Dylan Dog: Dead of Night,Freestyle Releasing
Rigor Mortis,Well Go USA
Jack Frost,American Sammy
The Hunger,MGM
The Others,Miramax Films
The Sacrament,Magnet Releasing
Saw,Lions Gate Films
The House on Sorority Row,Artists Releasing Corporation (ARC)
Sharktopus,Anchor Bay Entertainment
"Count Yorga, Vampire",MGM
Evilspeak,Moreno Films
Hellions,IFC Films
The Signal,Magnolia Pictures
The Incredible Shrinking Man,MCA Universal Home Video
Snow White: A Tale of Terror,Universal Pictures
Feral,IFC Films
Sinister,Lionsgate Films
Body Bags,Republic Pictures Home Video
I Spit on Your Grave 2,Anchor Bay Entertainment
Black Water,GGrindstone Entertainment Group
Annabelle,New Line Cinema
Elfie Hopkins,Black & Blue
Castle Freak,Full Moon
From Dusk Till Dawn 2: Texas Blood Money,Dimension Home Video
Tales From the Hood,HBO Video
Frontier(s),After Dark Films
